CSC101,CSC102,CSC103,CSC104,Year 1,Year 2,Year 3,Year 4
84,79,93,85.33,4.2,3.95,4.65,4.27
1,96,88,61.67,0.05,4.8,4.4,3.08
37,97,24,52.67,1.85,4.85,1.2,2.63
39,34,8,27.00,1.95,1.7,0.4,1.35
35,32,60,42.33,1.75,1.6,3,2.12
67,79,33,59.67,3.35,3.95,1.65,2.98
91,27,17,45.00,4.55,1.35,0.85,2.25
88,7,46,47.00,4.4,0.35,2.3,2.35
1,72,36,36.33,0.05,3.6,1.8,1.82
100,46,4,50.00,5,2.3,0.2,2.50
61,39,53,51.00,3.05,1.95,2.65,2.55
45,11,31,29.00,2.25,0.55,1.55,1.45
17,63,33,37.67,0.85,3.15,1.65,1.88
11,7,44,20.67,0.55,0.35,2.2,1.03
14,47,23,28.00,0.7,2.35,1.15,1.40
21,66,18,35.00,1.05,3.3,0.9,1.75
19,55,8,27.33,0.95,2.75,0.4,1.37
8,5,24,12.33,0.4,0.25,1.2,0.62
93,77,90,86.67,4.65,3.85,4.5,4.33
59,16,89,54.67,2.95,0.8,4.45,2.73
68,32,97,65.67,3.4,1.6,4.85,3.28
29,69,96,64.67,1.45,3.45,4.8,3.23
26,80,80,62.00,1.3,4,4,3.10
84,11,97,64.00,4.2,0.55,4.85,3.20
13,4,82,33.00,0.65,0.2,4.1,1.65
56,73,7,45.33,2.8,3.65,0.35,2.27
49,66,55,56.67,2.45,3.3,2.75,2.83
59,25,63,49.00,2.95,1.25,3.15,2.45
78,59,77,71.33,3.9,2.95,3.85,3.57
7,25,34,22.00,0.35,1.25,1.7,1.10
73,94,37,68.00,3.65,4.7,1.85,3.40
82,42,78,67.33,4.1,2.1,3.9,3.37
9,5,3,5.67,0.45,0.25,0.15,0.28
36,83,60,59.67,1.8,4.15,3,2.98
83,84,77,81.33,4.15,4.2,3.85,4.07
97,8,12,39.00,4.85,0.4,0.6,1.95
70,74,36,60.00,3.5,3.7,1.8,3.00
48,44,26,39.33,2.4,2.2,1.3,1.97
32,17,12,20.33,1.6,0.85,0.6,1.02
56,55,40,50.33,2.8,2.75,2,2.52
92,3,63,52.67,4.6,0.15,3.15,2.63
2,36,15,17.67,0.1,1.8,0.75,0.88
76,21,42,46.33,3.8,1.05,2.1,2.32
23,6,74,34.33,1.15,0.3,3.7,1.72
64,52,85,67.00,3.2,2.6,4.25,3.35
69,94,19,60.67,3.45,4.7,0.95,3.03
76,35,84,65.00,3.8,1.75,4.2,3.25
47,73,82,67.33,2.35,3.65,4.1,3.37
100,31,10,47.00,5,1.55,0.5,2.35
46,96,48,63.33,2.3,4.8,2.4,3.17
73,73,45,63.67,3.65,3.65,2.25,3.18
40,80,42,54.00,2,4,2.1,2.70
95,96,39,76.67,4.75,4.8,1.95,3.83
95,98,58,83.67,4.75,4.9,2.9,4.18
1,75,65,47.00,0.05,3.75,3.25,2.35
78,20,67,55.00,3.9,1,3.35,2.75
9,44,16,23.00,0.45,2.2,0.8,1.15
33,36,36,35.00,1.65,1.8,1.8,1.75
25,39,86,50.00,1.25,1.95,4.3,2.50
72,90,33,65.00,3.6,4.5,1.65,3.25
56,79,85,73.33,2.8,3.95,4.25,3.67
50,40,38,42.67,2.5,2,1.9,2.13
30,49,92,57.00,1.5,2.45,4.6,2.85
66,31,92,63.00,3.3,1.55,4.6,3.15
10,18,5,11.00,0.5,0.9,0.25,0.55
90,69,95,84.67,4.5,3.45,4.75,4.23
88,43,98,76.33,4.4,2.15,4.9,3.82
52,26,88,55.33,2.6,1.3,4.4,2.77
40,88,83,70.33,2,4.4,4.15,3.52
28,47,1,25.33,1.4,2.35,0.05,1.27
21,42,40,34.33,1.05,2.1,2,1.72
29,85,77,63.67,1.45,4.25,3.85,3.18
86,97,43,75.33,4.3,4.85,2.15,3.77
56,41,58,51.67,2.8,2.05,2.9,2.58
66,83,78,75.67,3.3,4.15,3.9,3.78
33,13,69,38.33,1.65,0.65,3.45,1.92
15,8,55,26.00,0.75,0.4,2.75,1.30
21,7,41,23.00,1.05,0.35,2.05,1.15
82,64,12,52.67,4.1,3.2,0.6,2.63
51,23,4,26.00,2.55,1.15,0.2,1.30
10,96,55,53.67,0.5,4.8,2.75,2.68
95,30,5,43.33,4.75,1.5,0.25,2.17
34,38,93,55.00,1.7,1.9,4.65,2.75
84,49,54,62.33,4.2,2.45,2.7,3.12
72,63,32,55.67,3.6,3.15,1.6,2.78
58,75,70,67.67,2.9,3.75,3.5,3.38
15,2,72,29.67,0.75,0.1,3.6,1.48
13,91,2,35.33,0.65,4.55,0.1,1.77
12,7,93,37.33,0.6,0.35,4.65,1.87
89,97,45,77.00,4.45,4.85,2.25,3.85
50,60,26,45.33,2.5,3,1.3,2.27
59,97,53,69.67,2.95,4.85,2.65,3.48
97,30,77,68.00,4.85,1.5,3.85,3.40
13,32,8,17.67,0.65,1.6,0.4,0.88
43,22,25,30.00,2.15,1.1,1.25,1.50
63,42,54,53.00,3.15,2.1,2.7,2.65
23,86,4,37.67,1.15,4.3,0.2,1.88
80,94,19,64.33,4,4.7,0.95,3.22
37,35,99,57.00,1.85,1.75,4.95,2.85
26,83,24,44.33,1.3,4.15,1.2,2.22
75,59,0,44.67,3.75,2.95,0,2.23
80,19,9,36.00,4,0.95,0.45,1.80
11,6,13,10.00,0.55,0.3,0.65,0.50
0,31,10,13.67,0,1.55,0.5,0.68
75,69,62,68.67,3.75,3.45,3.1,3.43
27,19,67,37.67,1.35,0.95,3.35,1.88
85,54,59,66.00,4.25,2.7,2.95,3.30
88,96,19,67.67,4.4,4.8,0.95,3.38
69,28,82,59.67,3.45,1.4,4.1,2.98
97,90,32,73.00,4.85,4.5,1.6,3.65
26,40,87,51.00,1.3,2,4.35,2.55
92,53,53,66.00,4.6,2.65,2.65,3.30
64,25,69,52.67,3.2,1.25,3.45,2.63
61,18,47,42.00,3.05,0.9,2.35,2.10
5,38,65,36.00,0.25,1.9,3.25,1.80
87,91,94,90.67,4.35,4.55,4.7,4.53
21,87,73,60.33,1.05,4.35,3.65,3.02
89,39,96,74.67,4.45,1.95,4.8,3.73
29,6,1,12.00,1.45,0.3,0.05,0.60
19,54,78,50.33,0.95,2.7,3.9,2.52
45,85,100,76.67,2.25,4.25,5,3.83
15,67,32,38.00,0.75,3.35,1.6,1.90
86,96,56,79.33,4.3,4.8,2.8,3.97
15,73,98,62.00,0.75,3.65,4.9,3.10
70,72,13,51.67,3.5,3.6,0.65,2.58
88,55,28,57.00,4.4,2.75,1.4,2.85
13,82,83,59.33,0.65,4.1,4.15,2.97
71,45,37,51.00,3.55,2.25,1.85,2.55
12,55,77,48.00,0.6,2.75,3.85,2.40
77,5,13,31.67,3.85,0.25,0.65,1.58
53,72,26,50.33,2.65,3.6,1.3,2.52
58,29,2,29.67,2.9,1.45,0.1,1.48
20,10,38,22.67,1,0.5,1.9,1.13
63,74,37,58.00,3.15,3.7,1.85,2.90
87,65,85,79.00,4.35,3.25,4.25,3.95
31,95,87,71.00,1.55,4.75,4.35,3.55
87,4,8,33.00,4.35,0.2,0.4,1.65
45,32,95,57.33,2.25,1.6,4.75,2.87
5,71,76,50.67,0.25,3.55,3.8,2.53
11,100,72,61.00,0.55,5,3.6,3.05
6,81,64,50.33,0.3,4.05,3.2,2.52
81,69,42,64.00,4.05,3.45,2.1,3.20
25,63,78,55.33,1.25,3.15,3.9,2.77
89,44,97,76.67,4.45,2.2,4.85,3.83
88,33,13,44.67,4.4,1.65,0.65,2.23
80,30,41,50.33,4,1.5,2.05,2.52
76,43,51,56.67,3.8,2.15,2.55,2.83
88,97,85,90.00,4.4,4.85,4.25,4.50
69,41,4,38.00,3.45,2.05,0.2,1.90
86,74,18,59.33,4.3,3.7,0.9,2.97
68,82,88,79.33,3.4,4.1,4.4,3.97
88,16,13,39.00,4.4,0.8,0.65,1.95
94,86,89,89.67,4.7,4.3,4.45,4.48
90,83,41,71.33,4.5,4.15,2.05,3.57
81,87,35,67.67,4.05,4.35,1.75,3.38
37,57,85,59.67,1.85,2.85,4.25,2.98
50,24,83,52.33,2.5,1.2,4.15,2.62
31,5,24,20.00,1.55,0.25,1.2,1.00
2,21,6,9.67,0.1,1.05,0.3,0.48
88,86,40,71.33,4.4,4.3,2,3.57
16,1,15,10.67,0.8,0.05,0.75,0.53
42,53,74,56.33,2.1,2.65,3.7,2.82
90,54,82,75.33,4.5,2.7,4.1,3.77
94,80,23,65.67,4.7,4,1.15,3.28
72,34,3,36.33,3.6,1.7,0.15,1.82
52,94,70,72.00,2.6,4.7,3.5,3.60
54,7,88,49.67,2.7,0.35,4.4,2.48
68,8,93,56.33,3.4,0.4,4.65,2.82
82,94,44,73.33,4.1,4.7,2.2,3.67
88,87,26,67.00,4.4,4.35,1.3,3.35
17,56,30,34.33,0.85,2.8,1.5,1.72
41,0,6,15.67,2.05,0,0.3,0.78
56,7,48,37.00,2.8,0.35,2.4,1.85
24,25,55,34.67,1.2,1.25,2.75,1.73
7,24,23,18.00,0.35,1.2,1.15,0.90
48,45,71,54.67,2.4,2.25,3.55,2.73
99,23,10,44.00,4.95,1.15,0.5,2.20
39,46,48,44.33,1.95,2.3,2.4,2.22
39,87,74,66.67,1.95,4.35,3.7,3.33
31,48,89,56.00,1.55,2.4,4.45,2.80
52,69,9,43.33,2.6,3.45,0.45,2.17
74,78,78,76.67,3.7,3.9,3.9,3.83
15,13,11,13.00,0.75,0.65,0.55,0.65
58,74,43,58.33,2.9,3.7,2.15,2.92
43,99,91,77.67,2.15,4.95,4.55,3.88
44,49,52,48.33,2.2,2.45,2.6,2.42
73,22,43,46.00,3.65,1.1,2.15,2.30
14,32,1,15.67,0.7,1.6,0.05,0.78
37,46,80,54.33,1.85,2.3,4,2.72
64,80,14,52.67,3.2,4,0.7,2.63
0,9,64,24.33,0,0.45,3.2,1.22
94,68,34,65.33,4.7,3.4,1.7,3.27
81,39,35,51.67,4.05,1.95,1.75,2.58
52,2,8,20.67,2.6,0.1,0.4,1.03
23,14,20,19.00,1.15,0.7,1,0.95
68,92,90,83.33,3.4,4.6,4.5,4.17
26,8,50,28.00,1.3,0.4,2.5,1.40
73,3,83,53.00,3.65,0.15,4.15,2.65
95,38,56,63.00,4.75,1.9,2.8,3.15
5,9,35,16.33,0.25,0.45,1.75,0.82
32,53,6,30.33,1.6,2.65,0.3,1.52
58,100,92,83.33,2.9,5,4.6,4.17
9,51,70,43.33,0.45,2.55,3.5,2.17
80,96,37,71.00,4,4.8,1.85,3.55
6,86,15,35.67,0.3,4.3,0.75,1.78
33,36,88,52.33,1.65,1.8,4.4,2.62
1,0,20,7.00,0.05,0,1,0.35
25,46,37,36.00,1.25,2.3,1.85,1.80
74,66,21,53.67,3.7,3.3,1.05,2.68
87,85,61,77.67,4.35,4.25,3.05,3.88
6,84,94,61.33,0.3,4.2,4.7,3.07
46,66,92,68.00,2.3,3.3,4.6,3.40
27,16,16,19.67,1.35,0.8,0.8,0.98
54,17,11,27.33,2.7,0.85,0.55,1.37
96,31,81,69.33,4.8,1.55,4.05,3.47
49,62,73,61.33,2.45,3.1,3.65,3.07
56,48,28,44.00,2.8,2.4,1.4,2.20
96,5,59,53.33,4.8,0.25,2.95,2.67
96,77,94,89.00,4.8,3.85,4.7,4.45
24,37,42,34.33,1.2,1.85,2.1,1.72
20,37,35,30.67,1,1.85,1.75,1.53
49,43,44,45.33,2.45,2.15,2.2,2.27
94,90,66,83.33,4.7,4.5,3.3,4.17
68,55,0,41.00,3.4,2.75,0,2.05
86,42,12,46.67,4.3,2.1,0.6,2.33
98,47,34,59.67,4.9,2.35,1.7,2.98
25,67,17,36.33,1.25,3.35,0.85,1.82
82,25,50,52.33,4.1,1.25,2.5,2.62
17,38,22,25.67,0.85,1.9,1.1,1.28
84,58,94,78.67,4.2,2.9,4.7,3.93
99,3,83,61.67,4.95,0.15,4.15,3.08
11,58,69,46.00,0.55,2.9,3.45,2.30
12,74,9,31.67,0.6,3.7,0.45,1.58
92,45,78,71.67,4.6,2.25,3.9,3.58
3,59,71,44.33,0.15,2.95,3.55,2.22
28,67,21,38.67,1.4,3.35,1.05,1.93
8,13,15,12.00,0.4,0.65,0.75,0.60
31,100,63,64.67,1.55,5,3.15,3.23
1,24,93,39.33,0.05,1.2,4.65,1.97
18,40,4,20.67,0.9,2,0.2,1.03
59,66,90,71.67,2.95,3.3,4.5,3.58
48,2,44,31.33,2.4,0.1,2.2,1.57
99,9,93,67.00,4.95,0.45,4.65,3.35
94,45,90,76.33,4.7,2.25,4.5,3.82
100,7,63,56.67,5,0.35,3.15,2.83
96,45,67,69.33,4.8,2.25,3.35,3.47
12,65,85,54.00,0.6,3.25,4.25,2.70
73,72,31,58.67,3.65,3.6,1.55,2.93
45,8,88,47.00,2.25,0.4,4.4,2.35
72,97,26,65.00,3.6,4.85,1.3,3.25
73,90,86,83.00,3.65,4.5,4.3,4.15
32,65,94,63.67,1.6,3.25,4.7,3.18
21,76,97,64.67,1.05,3.8,4.85,3.23
73,2,43,39.33,3.65,0.1,2.15,1.97
48,9,89,48.67,2.4,0.45,4.45,2.43
27,74,67,56.00,1.35,3.7,3.35,2.80
18,60,84,54.00,0.9,3,4.2,2.70
55,5,76,45.33,2.75,0.25,3.8,2.27
24,95,38,52.33,1.2,4.75,1.9,2.62
71,46,61,59.33,3.55,2.3,3.05,2.97
6,36,25,22.33,0.3,1.8,1.25,1.12
57,75,70,67.33,2.85,3.75,3.5,3.37
14,91,6,37.00,0.7,4.55,0.3,1.85
43,44,47,44.67,2.15,2.2,2.35,2.23
60,80,51,63.67,3,4,2.55,3.18
100,43,71,71.33,5,2.15,3.55,3.57
1,87,80,56.00,0.05,4.35,4,2.80
6,86,93,61.67,0.3,4.3,4.65,3.08
54,19,58,43.67,2.7,0.95,2.9,2.18
42,42,72,52.00,2.1,2.1,3.6,2.60
35,71,33,46.33,1.75,3.55,1.65,2.32
40,7,59,35.33,2,0.35,2.95,1.77
10,85,87,60.67,0.5,4.25,4.35,3.03
17,13,57,29.00,0.85,0.65,2.85,1.45
39,86,22,49.00,1.95,4.3,1.1,2.45
36,27,27,30.00,1.8,1.35,1.35,1.50
46,12,81,46.33,2.3,0.6,4.05,2.32
77,77,4,52.67,3.85,3.85,0.2,2.63
94,67,50,70.33,4.7,3.35,2.5,3.52
45,18,18,27.00,2.25,0.9,0.9,1.35
88,52,54,64.67,4.4,2.6,2.7,3.23
